species_name,slope,intercept,p_value,decade_change_lwr,decade_change_upr,se,sd_residuals,aic,bic,sig,decade_change,biogeog,taxon,class,max_depth,max_length,endemism,IUCN,IUCN_category,date_assessed,slope_category,provisional_status
Heteroclinus johnstoni,0.002115327,-5.468308288,0.22035023,-2.872949748,13.49228409,0.001725188,0.755501709,2889.34615,2910.354365,,4.991289065,temperate (cool),Vertebrate,Actinopterygii,50,40,endemic,Least Concern,Not applicable,4/05/2010,increasing,Least Concern
Heteroclinus perspicillatus,0.008448448,-18.15903172,1.58E-06,12.27128435,31.43174121,0.001745735,0.476238184,846.7412248,865.2480958,***,21.47431988,temperate (cool),Vertebrate,Actinopterygii,10,20,endemic,Least Concern,Not applicable,4/05/2010,increasing,Least Concern
Heteroclinus tristis,-0.005794426,10.20147831,2.97E-08,-16.4987684,-8.289595923,0.001038941,0.337016917,1020.383281,1041.072979,***,-12.49039087,temperate (cool),Vertebrate,Actinopterygii,10,30,endemic,Least Concern,Not applicable,4/05/2010,declining,Least Concern
Heteroclinus whiteleggii,0.018556039,-38.43490873,9.47E-04,19.24479123,97.09760805,0.005567499,0.643506325,740.4536702,756.1292456,***,53.30643536,temperate (warm),Vertebrate,Actinopterygii,10,10,endemic,Least Concern,Not applicable,4/02/2009,increasing,Least Concern
Heterodontus portusjacksoni,4.54E-04,-2.15905999,0.897964746,-13.85962169,18.54151602,0.003537404,0.632527242,901.3633345,917.9400771,,1.050537034,temperate (warm),Vertebrate,Chondrichthyes,275,165,endemic,Least Concern,Not applicable,18/02/2015,increasing,Least Concern
Hypoplectrodes maccullochi,0.037493134,-75.60233747,3.76E-44,110.9034258,166.5502186,0.002594318,2.363827742,3699.399484,3720.382105,***,137.0998824,temperate (warm),Vertebrate,Actinopterygii,50,45,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Hypoplectrodes nigroruber,0.012175638,-25.83916611,3.22E-11,21.94538906,43.66380675,0.0018159,0.38190169,1553.921273,1574.41274,***,32.35988368,temperate (warm),Vertebrate,Actinopterygii,35,30,endemic,Least Concern,Not applicable,10/06/2022,increasing,Least Concern
Istigobius hoesei,0.036963941,-74.52933776,3.18E-15,90.74783811,187.6200764,0.004550073,2.905962507,1642.855511,1660.174395,***,134.228324,temperate (warm),Vertebrate,Actinopterygii,7,6,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Kyphosus cornelii,0.022116573,-44.65316587,1.96E-09,41.23362051,96.06197672,0.00363413,2.477562674,1866.015726,1884.185614,***,66.40475599,temperate (warm),Vertebrate,Actinopterygii,20,70,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Labracinus lineatus,0.008421929,-17.72785331,1.00E-04,10.23687013,33.69393406,0.002137407,0.350529779,39.97354408,55.1211336,***,21.40016823,temperate (warm),Vertebrate,Actinopterygii,30,25,endemic,Least Concern,Not applicable,22/07/2021,increasing,Least Concern
Latridopsis forsteri,0.020281928,-42.26731629,1.64E-34,48.2982574,71.59416641,0.001616521,0.894788324,5318.616375,5340.245646,***,59.52152161,temperate (cool),Vertebrate,Actinopterygii,60,65,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Mecaenichthys immaculatus,0.008429185,-18.09619891,2.40E-04,9.513143019,34.62243955,0.002287063,0.615934382,2167.139985,2187.007854,***,21.42045328,temperate (warm),Vertebrate,Actinopterygii,30,15,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Meuschenia australis,6.07E-04,-2.988023847,0.7001086,-5.549303913,8.874619917,0.001574557,0.553494178,4244.684911,4266.115136,,1.406526601,temperate (cool),Vertebrate,Actinopterygii,20,32,endemic,Least Concern,Not applicable,17/07/2017,increasing,Least Concern
Meuschenia flavolineata,0.006370114,-14.30939158,1.86E-06,9.037188705,22.97806066,0.001333009,0.401751223,5377.308567,5400.84386,***,15.79802246,temperate (warm),Vertebrate,Actinopterygii,30,30,endemic,Least Concern,Not applicable,17/07/2017,increasing,Least Concern
Meuschenia freycineti,0.004643715,-11.09094533,1.14E-04,5.410158753,17.48754663,0.001201792,0.355083738,6092.930164,6116.935584,***,11.28513352,temperate (cool),Vertebrate,Actinopterygii,50,60,endemic,Least Concern,Not applicable,17/07/2017,increasing,Least Concern
Meuschenia galii,0.005112191,-11.98180733,0.021613607,1.755899191,24.36100506,0.002222608,0.265224635,1970.825125,1991.218628,*,12.49207036,temperate (warm),Vertebrate,Actinopterygii,30,35,endemic,Least Concern,Not applicable,17/07/2017,increasing,Least Concern
Meuschenia hippocrepis,0.009203774,-19.81200809,4.98E-06,12.88976137,35.33836553,0.002009383,0.578358445,4539.128427,4561.013879,***,23.60548446,temperate (cool),Vertebrate,Actinopterygii,18,51,endemic,Least Concern,Not applicable,29/01/2009,increasing,Least Concern
Meuschenia trachylepis,0.004690143,-10.94112208,0.066653917,-0.727401603,25.01826684,0.002554743,0.44163322,2373.089295,2393.155733,,11.40416597,temperate (warm),Vertebrate,Actinopterygii,40,40,endemic,Least Concern,Not applicable,17/07/2017,increasing,Least Concern
Meuschenia venusta,-0.002834342,3.698568838,0.048325719,-12.18088595,-0.063505209,0.001432043,0.113288485,103.8616599,120.830553,*,-6.317907617,temperate (warm),Vertebrate,Actinopterygii,20,21,endemic,Least Concern,Not applicable,17/07/2017,declining,Least Concern
Neatypus obliquus,0.016135646,-33.34769353,0.011805589,8.676040985,93.45462621,0.006389028,1.850523444,2153.105189,2170.765576,*,44.99614783,temperate (warm),Vertebrate,Actinopterygii,200,24,endemic,Least Concern,Not applicable,29/11/2023,increasing,Least Concern
Nelusetta ayraud,-0.004530409,7.514092783,0.489268382,-32.95374885,21.06464304,0.006547131,0.968063492,1965.466349,1982.46625,,-9.905990973,temperate (warm),Vertebrate,Actinopterygii,92,71,endemic,Least Concern,Not applicable,17/07/2017,declining,Least Concern
Neoodax balteatus,1.89E-04,-1.587948439,0.875238056,-4.869033706,6.036235223,0.001202379,1.205389706,6533.629345,6555.827782,,0.435698429,temperate (cool),Vertebrate,Actinopterygii,20,14,endemic,Least Concern,Not applicable,18/09/2009,increasing,Least Concern
Neosebastes scorpaenoides,0.008191096,-17.52230137,4.09E-12,14.59092392,27.25407771,0.001161284,0.501301218,464.0071022,482.4444991,***,20.7566244,temperate (cool),Vertebrate,Actinopterygii,140,40,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Notolabrus gymnogenis,0.002070939,-4.611940243,0.082267709,-0.604434852,10.67557097,0.00119096,0.691098273,2118.432421,2140.109943,,4.884035603,temperate (warm),Vertebrate,Actinopterygii,40,49,endemic,Least Concern,Not applicable,12/06/2008,increasing,Least Concern
Notolabrus parilus,-0.002454752,4.602685792,0.074913302,-11.18910823,0.563117429,0.001376875,0.735347132,1238.369897,1258.496862,,-5.49550202,temperate (warm),Vertebrate,Actinopterygii,20,49,endemic,Least Concern,Not applicable,12/06/2008,declining,Least Concern
Notolabrus tetricus,0.010383573,-20.9211496,1.46E-59,23.5039158,30.61430238,6.20E-04,1.206585475,2980.708006,3004.168758,***,27.00936108,temperate (cool),Vertebrate,Actinopterygii,160,50,endemic,Least Concern,Not applicable,12/06/2008,increasing,Least Concern
Olisthops cyanomelas,0.0110137,-23.16666541,1.81E-23,22.64648691,35.40006742,0.001096035,0.718141523,8967.928528,8993.169204,***,28.86559896,temperate (warm),Vertebrate,Actinopterygii,30,55,endemic,Least Concern,Not applicable,18/09/2009,increasing,Least Concern
Omegophora armilla,3.47E-04,-2.488700184,0.8140603,-5.681471029,7.730075464,0.001472985,0.144145741,126.6843975,142.4239743,,0.801499214,temperate (cool),Vertebrate,Actinopterygii,146,25,endemic,Least Concern,Not applicable,7/06/2011,increasing,Least Concern
Ophthalmolepis lineolatus,3.65E-04,-1.374246858,0.780471224,-4.939713951,6.978409339,0.001308621,0.889569746,5100.487936,5123.78412,,0.843434059,temperate (warm),Vertebrate,Actinopterygii,30,41,endemic,Least Concern,Not applicable,12/06/2008,increasing,Least Concern
Orectolobus halei,0.00391018,-9.175835981,0.084838829,-1.210968479,21.19783882,0.002264994,0.302388056,467.5413796,485.0956252,,9.421282752,temperate (warm),Vertebrate,Chondrichthyes,50,300,endemic,Least Concern,Not applicable,23/03/2015,increasing,Least Concern
Orectolobus maculatus,0.011579558,-24.50506804,2.42E-06,16.99272509,45.69085993,0.00243049,0.374199313,607.5532156,625.3487731,***,30.5556231,temperate (warm),Vertebrate,Chondrichthyes,110,320,endemic,Least Concern,Not applicable,23/03/2015,increasing,Least Concern
Ostorhinchus limenus,0.051174095,-103.0519262,9.24E-22,157.0354714,310.6660769,0.005191314,3.982210202,3012.056338,3031.070089,***,224.893442,temperate (warm),Vertebrate,Actinopterygii,30,14,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Ostorhinchus victoriae,0.015743501,-32.36046134,1.15E-04,19.68788769,72.5121979,0.004050319,1.001463303,1028.626954,1045.67292,***,43.69279929,temperate (warm),Vertebrate,Actinopterygii,20,14,endemic,Least Concern,Not applicable,5/02/2021,increasing,Least Concern
Parablennius tasmanianus,0.006823331,-14.62100141,0.008926279,4.059220683,31.57883847,0.002599677,0.839079208,941.9878084,959.0490133,**,17.01278302,temperate (cool),Vertebrate,Actinopterygii,10,13,endemic,Least Concern,Not applicable,27/03/2009,increasing,Least Concern
Parapercis haackei,0.028800933,-58.50096659,1.68E-08,54.74984844,143.4380297,0.005019434,1.371464699,1211.343946,1228.202378,***,94.09275668,temperate (warm),Vertebrate,Actinopterygii,35,11,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Paraplesiops meleagris,0.020754977,-42.45382075,4.53E-10,39.0514311,87.03551466,0.003284464,0.873345916,1450.397375,1468.861635,***,61.26858336,temperate (warm),Vertebrate,Actinopterygii,40,36,endemic,Least Concern,Not applicable,21/04/2022,increasing,Least Concern
Parascyllium variolatum,8.57E-04,-2.797085541,0.565701247,-4.647147936,9.09741116,0.001491883,0.322842081,232.6075245,250.2218213,,1.993868967,temperate (cool),Vertebrate,Chondrichthyes,180,91,endemic,Least Concern,Not applicable,9/05/2015,increasing,Least Concern
Parequula melbournensis,-0.008742499,15.94098047,2.97E-06,-24.81351554,-11.07779287,0.001858974,0.334312754,1520.407053,1539.656433,***,-18.23357569,temperate (cool),Vertebrate,Actinopterygii,100,22,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Parma mccullochi,-0.014883837,29.7481061,1.23E-15,-34.607648,-22.94580246,0.001818129,0.967018975,832.7597986,851.4428639,***,-29.01581015,temperate (warm),Vertebrate,Actinopterygii,35,30,endemic,Least Concern,Not applicable,23/09/2021,declining,Near Threatened
Parma microlepis,-4.78E-04,0.43236853,0.697432526,-6.436954471,4.551032251,0.001230226,0.954138581,4980.406033,5003.227083,,-1.095434935,temperate (warm),Vertebrate,Actinopterygii,30,20,endemic,Least Concern,Not applicable,23/09/2021,declining,Least Concern
Parma occidentalis,0.027402035,-56.10869255,3.09E-14,60.22984525,120.4434969,0.003534603,0.837029302,1622.401667,1640.79025,***,87.94048899,temperate (warm),Vertebrate,Actinopterygii,10,30,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Parma unifasciata,0.010406515,-21.66289963,6.16E-04,10.83782547,45.69421473,0.003029502,1.279950201,3530.854844,3550.995918,***,27.07647282,temperate (warm),Vertebrate,Actinopterygii,25,20,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Parma victoriae,0.011041444,-23.23912016,1.91E-13,20.57269726,37.90496606,0.001488061,0.571319001,3218.818051,3240.403392,***,28.94794967,temperate (cool),Vertebrate,Actinopterygii,25,25,endemic,Least Concern,Not applicable,4/02/2009,increasing,Least Concern
Pempheris affinis,0.131518069,-265.3541146,5.13E-58,1366.217261,2811.810094,0.00760128,6.809517924,3902.368657,3921.600397,***,1966.239633,temperate (warm),Vertebrate,Actinopterygii,30,17,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Pempheris compressa,0.085428325,-172.2547159,1.82E-59,474.8730058,789.1900117,0.004832299,4.112537645,2522.506298,2541.35326,***,614.9624708,temperate (warm),Vertebrate,Actinopterygii,30,20,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Pempheris klunzingeri,0.05195907,-105.1394081,2.72E-14,144.9230676,346.8396545,0.006661398,2.68361401,1963.626061,1981.260176,***,230.8191936,temperate (warm),Vertebrate,Actinopterygii,20,21,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Pempheris multiradiata,0.037777411,-76.52040503,3.17E-81,118.956794,160.1296158,0.001908999,4.577911775,10325.21994,10348.64057,***,138.6569645,temperate (cool),Vertebrate,Actinopterygii,30,28,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Pentaceropsis recurvirostris,0.012311345,-26.58377755,8.13E-28,26.31059523,39.56840891,0.00110582,0.234930893,2287.789124,2309.49532,***,32.77412702,temperate (cool),Vertebrate,Actinopterygii,260,61,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Pentapodus vitta,0.030647395,-62.90678331,4.62E-07,54.7216877,165.0920556,0.005965557,0.612581547,910.9641146,926.563704,***,102.5228141,temperate (warm),Vertebrate,Actinopterygii,15,31,endemic,Least Concern,Not applicable,15/07/2020,increasing,Least Concern
Pictilabrus laticlavius,-0.002063059,3.052865454,0.014177746,-8.189783896,-0.951519108,8.41E-04,0.680324666,8646.671844,8671.999152,*,-4.639303508,temperate (warm),Vertebrate,Actinopterygii,30,30,endemic,Least Concern,Not applicable,12/06/2008,declining,Least Concern
Pictilabrus viridis,-0.061899583,123.1385896,1.12E-49,-79.73852398,-71.46766809,0.003792574,0.618053283,1687.011681,1704.730559,***,-75.95614094,temperate (warm),Vertebrate,Actinopterygii,10,14,endemic,Least Concern,Not applicable,12/06/2008,declining,Endangered
Pomacentrus australis,0.008211556,-18.45231985,0.118912902,-4.693260041,53.14665098,0.005254788,0.313688162,893.0643118,909.1774259,,20.8135259,tropical,Vertebrate,Actinopterygii,35,8,endemic,Least Concern,Not applicable,23/09/2021,increasing,Least Concern
Pomacentrus milleri,0.065182841,-132.1021283,4.93E-72,288.078286,418.4865381,0.003209705,1.391550588,2316.020947,2334.337952,***,348.5681297,tropical,Vertebrate,Actinopterygii,6,7.5,endemic,Least Concern,Not applicable,4/02/2009,increasing,Least Concern
Pseudogoniistius nigripes,0.013015152,-27.17502558,8.48E-26,27.70223997,42.59507646,0.001222115,0.4668309,3317.931805,3340.534384,***,34.94336098,temperate (cool),Vertebrate,Actinopterygii,60,41,endemic,Least Concern,Not applicable,12/08/2019,increasing,Least Concern
Pseudolabrus biserialis,-0.010336253,19.9692849,0.003146962,-32.65603495,-7.747900134,0.003486737,0.789602158,1421.081351,1439.068451,**,-21.17981103,temperate (warm),Vertebrate,Actinopterygii,20,25,endemic,Least Concern,Not applicable,12/06/2008,declining,Near Threatened
Pseudolabrus guentheri,0.001556103,-4.354720183,0.583683424,-8.814870957,17.81431133,0.002838675,0.666441302,2770.172949,2790.217805,,3.648025461,temperate (warm),Vertebrate,Actinopterygii,20,18,endemic,Least Concern,Not applicable,12/06/2008,increasing,Least Concern
Pseudolabrus rubicundus,-0.007929896,14.33785695,1.65E-07,-22.17480024,-10.81704781,0.001509252,0.514913561,4928.199086,4950.640517,***,-16.68924997,temperate (cool),Vertebrate,Actinopterygii,218,25,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Schuettea scalaripinnis,-0.008536158,16.97955675,0.245684025,-41.03407871,14.46580055,0.007348978,11.12497479,4977.41531,4997.283179,,-17.84416402,temperate (warm),Vertebrate,Actinopterygii,30,20,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Schuettea woodwardi,0.052569061,-106.5907324,5.88E-07,110.0880205,435.7718986,0.010372095,4.343331674,2118.965631,2135.550948,***,235.498521,temperate (warm),Vertebrate,Actinopterygii,15,24,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Scobinichthys granulatus,0.00926108,-20.40798368,6.60E-06,12.83902559,35.75701573,0.002048582,0.367577677,3616.689993,3638.357912,***,23.76869302,temperate (warm),Vertebrate,Actinopterygii,30,30,endemic,Least Concern,Not applicable,18/07/2017,increasing,Least Concern
Scorpaena jacksoniensis,0.011897541,-24.58107952,6.04E-07,18.16712415,46.37070323,0.002371408,0.932764075,2000.991693,2021.368632,***,31.51503739,temperate (warm),Vertebrate,Actinopterygii,40,40,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Scorpis aequipinnis,0.01722301,-35.57758193,8.12E-31,39.12758334,58.87185062,0.001470275,0.777621445,5778.472209,5801.613429,***,48.67231295,temperate (cool),Vertebrate,Actinopterygii,25,56,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Scorpis georgiana,-0.018284987,35.59093498,4.86E-12,-41.64359068,-26.17360052,0.00260523,0.434714348,1359.88306,1378.700717,***,-34.3627881,temperate (warm),Vertebrate,Actinopterygii,35,46,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Vulnerable
Seriola lalandi,0.01164688,-25.10389033,0.002485613,9.960488448,55.48945501,0.003838445,0.571965508,2451.525952,2470.810382,**,30.75816006,temperate (warm),Vertebrate,Actinopterygii,50,250,endemic,Least Concern,Not applicable,9/03/2015,increasing,Least Concern
Siphonognathus attenuatus,-0.017961368,34.10368144,1.81E-06,-44.09061841,-21.78537831,0.003719539,0.302215038,1256.608018,1273.75201,***,-33.87185826,temperate (cool),Vertebrate,Actinopterygii,45,14,endemic,Least Concern,Not applicable,16/09/2009,declining,Vulnerable
Siphonognathus beddomei,0.012478381,-26.31454635,1.84E-08,20.641083,47.25579125,0.002208642,1.133903318,6915.709883,6938.173047,***,33.28577619,temperate (cool),Vertebrate,Actinopterygii,15,14,endemic,Least Concern,Not applicable,5/02/2009,increasing,Least Concern
Siphonognathus caninis,-0.001894604,2.027816004,0.331006196,-12.32115657,4.52330081,0.001946931,0.144048875,351.5223312,368.9048766,,-4.268698294,temperate (cool),Vertebrate,Actinopterygii,35,10,endemic,Least Concern,Not applicable,16/09/2009,declining,Least Concern
Sphyraena novaehollandiae,0.004184068,-10.14109242,0.218243222,-5.515124317,28.32730458,0.003391817,0.229045717,482.4061768,497.6983604,,10.11352968,temperate (cool),Vertebrate,Actinopterygii,20,110,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Suezichthys arquatus,0.003042636,-8.011551206,0.2772217,-5.459736128,21.68468001,0.002796457,0.14687428,321.0444678,337.1188407,,7.257175783,temperate (warm),Vertebrate,Actinopterygii,100,13.5,endemic,Least Concern,Not applicable,12/07/2008,increasing,Least Concern
Suezichthys cyanolaemus,3.32E-04,-2.273735662,0.917323298,-12.78286739,16.42504967,0.003200177,0.231950659,440.443974,456.359517,,0.768343221,temperate (warm),Vertebrate,Actinopterygii,8,12,endemic,Least Concern,Not applicable,12/07/2008,increasing,Least Concern
Tetractenos glaber,0.007543612,-16.90489423,0.020063734,2.8036281,37.67776165,0.003236165,0.293403489,1393.453273,1411.342658,*,18.96963229,temperate (cool),Vertebrate,Actinopterygii,10,16,endemic,Least Concern,Not applicable,10/06/2011,increasing,Least Concern
Thalassoma septemfasciatum,0.021897388,-45.54627762,3.97E-13,44.9812867,89.07573735,0.002941989,0.315095684,764.0458055,781.1972397,***,65.56703683,temperate (warm),Vertebrate,Actinopterygii,16,31,endemic,Data Deficient,Not applicable,8/03/2009,increasing,Least Concern
Thysanophrys cirronasa,-1.83E-04,-0.799281858,0.904513155,-7.031779257,6.662297692,0.001522386,0.250121818,34.83430727,51.67670758,,-0.419861233,temperate (warm),Vertebrate,Actinopterygii,35,45,endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Least Concern
Tilodon sexfasciatus,0.004963255,-11.25223698,0.021069583,1.745690436,23.52335456,0.002148842,0.429874897,2468.00498,2488.573126,*,12.10695337,temperate (cool),Vertebrate,Actinopterygii,30,40,endemic,Least Concern,Not applicable,29/11/2023,increasing,Least Concern
Torquigener pleurogramma,0.037587566,-77.17811983,3.24E-10,82.37748595,209.5851371,0.005862579,0.608488676,1594.532475,1611.586068,***,137.6159906,temperate (warm),Vertebrate,Actinopterygii,27,22,endemic,Least Concern,Not applicable,8/06/2011,increasing,Least Concern
Trachichthys australis,0.003488337,-8.122023607,0.027654533,0.905885802,16.37246724,0.001579971,0.319042969,225.7830153,243.2557641,*,8.363586551,temperate (warm),Vertebrate,Actinopterygii,30,18,endemic,Least Concern,Not applicable,26/12/2019,increasing,Least Concern
Trachinops caudimaculatus,0.016550234,-33.12016538,1.13E-28,37.05468752,56.35464306,0.001459641,9.267210269,7277.777749,7299.278772,***,46.38694186,temperate (cool),Vertebrate,Actinopterygii,35,15,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Trachinops noarlungae,-0.017360683,35.69822462,9.14E-04,-46.99493163,-15.18572668,0.005208043,7.680119987,2281.078482,2298.68615,***,-32.95086611,temperate (warm),Vertebrate,Actinopterygii,30,15,endemic,Least Concern,Not applicable,22/04/2022,declining,Vulnerable
Trachinops taeniatus,-0.001307303,3.621284975,0.495071436,-11.0015656,5.79656474,0.001915576,6.35302835,3817.950097,3838.944113,,-2.965322555,temperate (warm),Vertebrate,Actinopterygii,25,10,endemic,Least Concern,Not applicable,25/04/2022,declining,Least Concern
Trinorfolkia clarkei,0.004867987,-10.68266939,3.38E-04,5.218032717,18.92401431,0.001356642,1.26402344,7255.388875,7279.440923,***,11.86130175,temperate (cool),Vertebrate,Actinopterygii,30,8,endemic,Least Concern,Not applicable,6/05/2010,increasing,Least Concern
Trinorfolkia cristata,0.010200223,-21.44948405,0.062035854,-1.065692177,61.68046481,0.005441698,0.633859039,460.4337746,474.8274624,,26.47428543,temperate (cool),Vertebrate,Actinopterygii,15,5,endemic,Least Concern,Not applicable,6/05/2010,increasing,Least Concern
Trygonorrhina fasciata,0.007980145,-17.37259195,0.002707968,6.656443198,35.39911013,0.002643638,0.37966897,416.7385722,432.7343184,**,20.17149204,temperate (warm),Vertebrate,Chondrichthyes,50,126,endemic,Least Concern,Not applicable,27/03/2015,increasing,Least Concern
Upeneichthys lineatus,0.010059096,-21.33415087,1.08E-05,13.75237998,39.70805035,0.002277107,0.677678347,2989.550064,3010.321801,***,26.06396483,temperate (warm),Vertebrate,Actinopterygii,100,31,endemic,Least Concern,Not applicable,11/03/2015,increasing,Least Concern
Upeneichthys vlamingii,0.013079622,-27.74076538,5.67E-19,26.53456235,44.33885756,0.00145855,0.506296171,6050.103495,6073.634264,***,35.14382772,temperate (cool),Vertebrate,Actinopterygii,40,35,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Vincentia conspersa,0.001787089,-4.544156007,0.262074685,-3.026037536,11.96612141,0.001592669,0.935837292,1936.715775,1956.775033,,4.200760338,temperate (cool),Vertebrate,Actinopterygii,65,14,endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Ballia callitricha,-0.002301984,4.330031216,0.198985693,-12.52764467,2.822816534,0.001791326,1.822284309,3202.898619,3224.010373,,-5.162486623,temperate (cool),Macroalgae,Red algae,50,36,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Least Concern
Carpomitra costata,0.009502751,-20.07964406,3.25E-05,12.30287493,37.93171796,0.002277421,1.350194622,2918.318817,2938.413853,***,24.45934465,temperate (cool),Macroalgae,Brown algae,38,35,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Codium lucasii,0.007953026,-16.84713209,3.85E-04,8.652947612,32.74525711,0.002218855,0.430248314,277.0360857,292.6792723,***,20.09647566,temperate (cool),Macroalgae,Green algae,5,15,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Colpomenia sinuosa,0.014201135,-29.5943831,9.12E-15,27.90197241,50.364548,0.001792589,0.663411198,1058.891833,1077.280416,***,38.67920634,temperate (warm),Macroalgae,Brown algae,5,15,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Delisea pulchra,0.035316582,-71.90049369,1.31E-68,107.0610824,145.6027142,0.001891226,1.174766205,2845.108602,2865.577424,***,125.5100083,temperate (cool),Macroalgae,Red algae,25,60,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Dictyota dichotoma,0.006863798,-14.78282982,7.16E-05,8.358134154,26.59438695,0.001723321,0.810480582,2593.755017,2614.785848,***,17.1218663,temperate (cool),Macroalgae,Brown algae,21,30,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Ecklonia radiata,-0.001397928,4.015218531,0.057624291,-6.330657407,0.102278063,7.36E-04,5.067778551,2373.599622,2396.391739,,-3.167595412,temperate (cool),Macroalgae,Brown algae,44,200,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Least Concern
Haliptilon roseum,0.063873328,-128.8249721,1.06E-205,300.5485531,372.9458272,0.001840754,2.118333307,5638.336328,5660.797521,***,335.2444908,temperate (cool),Macroalgae,Red algae,10,12,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Halopteris paniculata,0.047702496,-96.64193695,4.70E-108,175.0172042,227.1071724,0.001921724,1.470121069,2628.777393,2648.875989,***,199.9334927,temperate (cool),Macroalgae,Brown algae,13,30,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Laurencia elata,0.004692819,-10.48750656,0.007425072,2.953753479,20.56303866,0.001749318,0.641795603,1542.825138,1562.543205,**,11.4110289,temperate (cool),Macroalgae,Red algae,40,25,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Lobophora variegata,0.026684387,-53.94206531,2.76E-31,67.07482017,104.5392827,0.002241514,2.509267658,4839.018533,4860.491892,***,84.86039023,temperate (warm),Macroalgae,Brown algae,36,14,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Plocamium angustum,0.009738548,-19.50086732,6.55E-19,19.17517213,31.39691538,0.001081637,2.357247107,2882.817499,2904.321027,***,25.13692504,temperate (cool),Macroalgae,Red algae,50,25,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Plocamium cartilagineum,-0.003268263,5.625213728,0.063030851,-14.31857056,0.403309378,0.001756699,0.881235413,2920.564336,2941.656706,,-7.249263787,temperate (cool),Macroalgae,Red algae,35,20,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Least Concern
Plocamium leptophyllum,8.37E-05,-1.337413929,0.968553446,-8.961924459,10.2684856,0.002123211,0.659875693,1813.544955,1833.115521,,0.192967426,temperate (cool),Macroalgae,Red algae,33,20,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Stenogramma interruptum,0.005035802,-11.38000497,0.053624735,-0.16491952,26.30858619,0.002605908,1.129313065,2421.112925,2440.304687,,12.29438039,temperate (cool),Macroalgae,Red algae,13,7,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Xiphophora chondrophylla,-0.011398876,22.65259015,5.72E-08,-29.92090419,-15.58220692,0.002062423,1.594180184,985.7511723,1002.327915,***,-23.084965,temperate (cool),Macroalgae,Brown algae,8,30,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Xiphophora gladiata,-0.016952262,33.40044366,9.07E-07,-41.97639467,-21.05037988,0.003411933,1.822283664,1585.848027,1603.25157,***,-32.3173464,temperate (cool),Macroalgae,Brown algae,18,100,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Vulnerable
