"site_yr","site_code","survey_year","species_name","total_per50m2","minN","location","ecoregion","latitude","longitude","n_sites_byspp","n_obs_byspp","log_count","n_site_species"
"SI1_2016","SI1",2016,"Centrostephanus rodgersii",119,118.25,"Solitary Islands","Tweed-Moreton",-30,153,7,1919,2.25072487735259,7
"SI1_2016","SI1",2016,"Holothuria difficilis",518,22,"Solitary Islands","Tweed-Moreton",-30,153,6,25,2.72345567203519,6
"SI1_2016","SI1",2016,"Ophidiaster confertus",3,1.75,"Solitary Islands","Tweed-Moreton",-30,153,7,400,0.588271706842329,7
"SI1_2016","SI1",2016,"Tripneustes gratilla",45,7.5,"Solitary Islands","Tweed-Moreton",-30,153,7,311,1.68797462003456,7
"SI1_2016","SI1",2016,"Diadema savignyi",5.66666666666667,2,"Solitary Islands","Tweed-Moreton",-30,153,6,478,0.823908740944319,6
"SI1_2016","SI1",2016,"Phyllacanthus parvispinus",1.5,1.5,"Solitary Islands","Tweed-Moreton",-30,153,4,857,0.352182518111362,4
"SI1_2016","SI1",2016,"Pentagonaster duebeni",1,1,"Solitary Islands","Tweed-Moreton",-30,153,5,952,0.176091259055681,5
"SI2_2016","SI2",2016,"Centrostephanus rodgersii",87.5,85,"Solitary Islands","Tweed-Moreton",-30,153,7,1919,2.11394335230684,7
"SI2_2016","SI2",2016,"Diadema savignyi",4,1,"Solitary Islands","Tweed-Moreton",-30,153,5,478,0.653212513775344,5
"SI2_2016","SI2",2016,"Holothuria difficilis",160,7.5,"Solitary Islands","Tweed-Moreton",-30,153,7,25,2.21418130866382,7
"SI2_2016","SI2",2016,"Tripneustes gratilla",90,58,"Solitary Islands","Tweed-Moreton",-30,153,7,311,2.07554696139253,7
"SI25_2016","SI25",2016,"Centrostephanus rodgersii",335,294,"Solitary Islands","Tweed-Moreton",-30,153,5,1919,2.68304703823885,5
"SI25_2016","SI25",2016,"Phyllacanthus parvispinus",17.5,17.5,"Solitary Islands","Tweed-Moreton",-30,153,5,857,1.41912930774198,5
"SI25_2016","SI25",2016,"Astralium tentoriiforme",3,3,"Solitary Islands","Tweed-Moreton",-30,153,5,1233,0.653212513775344,5
"SI19_2016","SI19",2016,"Centrostephanus rodgersii",251,125,"Solitary Islands","Tweed-Moreton",-30,153,7,1919,2.49623754516674,7
"SI19_2016","SI19",2016,"Ovula ovum",1,1,"Solitary Islands","Tweed-Moreton",-30,153,4,37,0.176091259055681,4
"SI19_2016","SI19",2016,"Phyllacanthus parvispinus",1.5,1.5,"Solitary Islands","Tweed-Moreton",-30,153,7,857,0.352182518111362,7
"SI19_2016","SI19",2016,"Pentagonaster duebeni",1.5,1,"Solitary Islands","Tweed-Moreton",-30,153,5,952,0.301029995663981,5
"SI19_2016","SI19",2016,"Holothuria hilla",2,1,"Solitary Islands","Tweed-Moreton",-30,153,4,30,0.397940008672038,4
"SI3_2016","SI3",2016,"Centrostephanus rodgersii",151,151,"Solitary Islands","Tweed-Moreton",-30,153,7,1919,2.35506820634885,7
"SI3_2016","SI3",2016,"Ophidiaster confertus",15,8,"Solitary Islands","Tweed-Moreton",-30,153,7,400,1.27875360095283,7
"SI3_2016","SI3",2016,"Phyllacanthus parvispinus",5.5,3.5,"Solitary Islands","Tweed-Moreton",-30,153,7,857,0.860338006570994,7
"SI3_2016","SI3",2016,"Astralium tentoriiforme",12,3,"Solitary Islands","Tweed-Moreton",-30,153,6,1233,1.13033376849501,6
"SI3_2016","SI3",2016,"Tripneustes gratilla",5,1,"Solitary Islands","Tweed-Moreton",-30,153,7,311,0.740362689494244,7
"SI3_2016","SI3",2016,"Cenolia trichoptera",1,1,"Solitary Islands","Tweed-Moreton",-30,153,4,1923,0.176091259055681,4
"SI3_2016","SI3",2016,"Diadema savignyi",1,1,"Solitary Islands","Tweed-Moreton",-30,153,5,478,0.176091259055681,5
"SI7_2016","SI7",2016,"Centrostephanus rodgersii",551,207,"Solitary Islands","Tweed-Moreton",-30,153,7,1919,2.81590965088677,7
"SI7_2016","SI7",2016,"Ophidiaster confertus",4.5,1,"Solitary Islands","Tweed-Moreton",-30,153,7,400,0.698970004336019,7
"SI7_2016","SI7",2016,"Phyllacanthus parvispinus",2.5,2.5,"Solitary Islands","Tweed-Moreton",-30,153,6,857,0.574031267727719,6
"SI7_2016","SI7",2016,"Tripneustes gratilla",6,1,"Solitary Islands","Tweed-Moreton",-30,153,6,311,0.812913356642856,6
"SI7_2016","SI7",2016,"Astralium tentoriiforme",3,2,"Solitary Islands","Tweed-Moreton",-30,153,6,1233,0.602059991327962,6
"SI7_2016","SI7",2016,"Diadema savignyi",7,2.5,"Solitary Islands","Tweed-Moreton",-30,153,5,478,0.916453948549925,5
"SI12_2016","SI12",2016,"Astralium tentoriiforme",7,6.5,"Solitary Islands","Tweed-Moreton",-30,153,5,1233,1.01072386539177,5
"SI12_2016","SI12",2016,"Centrostephanus rodgersii",153,128,"Solitary Islands","Tweed-Moreton",-30,153,6,1919,2.33645973384853,6
"SI12_2016","SI12",2016,"Phyllacanthus parvispinus",2,2,"Solitary Islands","Tweed-Moreton",-30,153,6,857,0.477121254719662,6
"SI9_2016","SI9",2016,"Astralium tentoriiforme",7,1.5,"Solitary Islands","Tweed-Moreton",-30,153,7,1233,0.88930170250631,7
"SI9_2016","SI9",2016,"Centrostephanus rodgersii",150,55,"Solitary Islands","Tweed-Moreton",-30,153,7,1919,2.24919835739111,7
"SI9_2016","SI9",2016,"Phyllacanthus parvispinus",10,2,"Solitary Islands","Tweed-Moreton",-30,153,7,857,1.04139268515823,7
"SI9_2016","SI9",2016,"Turbo imperialis",5.5,1,"Solitary Islands","Tweed-Moreton",-30,153,4,102,0.778151250383644,4
"SI9_2016","SI9",2016,"Cenolia trichoptera",2,1,"Solitary Islands","Tweed-Moreton",-30,153,5,1923,0.397940008672038,5
"SI23_2016","SI23",2016,"Centrostephanus rodgersii",89,8,"Solitary Islands","Tweed-Moreton",-30,153,4,1919,1.96848294855394,4
"SI23_2016","SI23",2016,"Tripneustes gratilla",120.5,1,"Solitary Islands","Tweed-Moreton",-30,153,4,311,2.08278537031645,4
"SI8_2016","SI8",2016,"Astralium tentoriiforme",13,6,"Solitary Islands","Tweed-Moreton",-30,153,6,1233,1.20411998265592,6
"SI8_2016","SI8",2016,"Centrostephanus rodgersii",261.5,207.5,"Solitary Islands","Tweed-Moreton",-30,153,6,1919,2.56259022460633,6
"SI8_2016","SI8",2016,"Diadema savignyi",1,1,"Solitary Islands","Tweed-Moreton",-30,153,6,478,0.176091259055681,6
"SI8_2016","SI8",2016,"Ophidiaster confertus",20,7,"Solitary Islands","Tweed-Moreton",-30,153,6,400,1.37106786227174,6
"SI8_2016","SI8",2016,"Pentagonaster duebeni",3,1,"Solitary Islands","Tweed-Moreton",-30,153,6,952,0.544068044350276,6
"SI8_2016","SI8",2016,"Phyllacanthus parvispinus",29.5,3,"Solitary Islands","Tweed-Moreton",-30,153,6,857,1.49136169383427,6
"SI8_2016","SI8",2016,"Tripneustes gratilla",2,2,"Solitary Islands","Tweed-Moreton",-30,153,6,311,0.477121254719662,6
"SI17_2016","SI17",2016,"Centrostephanus rodgersii",194.5,162.5,"Solitary Islands","Tweed-Moreton",-30,153,6,1919,2.44051552111223,6
"SI17_2016","SI17",2016,"Diadema savignyi",1,1,"Solitary Islands","Tweed-Moreton",-30,153,6,478,0.176091259055681,6
"SI17_2016","SI17",2016,"Tripneustes gratilla",3.5,1,"Solitary Islands","Tweed-Moreton",-30,153,5,311,0.602059991327962,5
"SI17_2016","SI17",2016,"Agnewia tritoniformis",3,3,"Solitary Islands","Tweed-Moreton",-30,153,4,344,0.653212513775344,4
"SI17_2016","SI17",2016,"Ophidiaster confertus",1,1,"Solitary Islands","Tweed-Moreton",-30,153,6,400,0.176091259055681,6
"PS27_2016","PS27",2016,"Astralium tentoriiforme",96,96,"Port Stephens","Manning-Hawkesbury",-33,152,12,1233,2.15836249209525,12
"PS27_2016","PS27",2016,"Turbo torquatus",53.25,3.5,"Port Stephens","Manning-Hawkesbury",-33,152,12,1239,1.74036268949424,12
"PS27_2016","PS27",2016,"Agnewia tritoniformis",1.5,1,"Port Stephens","Manning-Hawkesbury",-33,152,6,344,0.301029995663981,6
"PS27_2016","PS27",2016,"Centrostephanus rodgersii",153.5,71,"Port Stephens","Manning-Hawkesbury",-33,152,12,1919,2.27646180417324,12
"PS27_2016","PS27",2016,"Phyllacanthus parvispinus",3.5,2,"Port Stephens","Manning-Hawkesbury",-33,152,10,857,0.653212513775344,10
"PS7_2016","PS7",2016,"Aphelodoris varia",8,1,"Port Stephens","Manning-Hawkesbury",-33,152,11,247,0.929418925714293,11
"PS7_2016","PS7",2016,"Centrostephanus rodgersii",1.33333333333333,1,"Port Stephens","Manning-Hawkesbury",-33,152,10,1919,0.263241434774581,10
"PS7_2016","PS7",2016,"Ceratosoma amoenum",1.75,1,"Port Stephens","Manning-Hawkesbury",-33,152,9,271,0.352182518111362,9
"PS7_2016","PS7",2016,"Ceratosoma brevicaudatum",2,1,"Port Stephens","Manning-Hawkesbury",-33,152,14,371,0.397940008672038,14
"PS7_2016","PS7",2016,"Coryphellina rubrolineata",1.75,1,"Port Stephens","Manning-Hawkesbury",-33,152,14,82,0.352182518111362,14
"PS7_2016","PS7",2016,"Goniobranchus aureopurpureus",2,1,"Port Stephens","Manning-Hawkesbury",-33,152,8,18,0.397940008672038,8
"PS7_2016","PS7",2016,"Phyllacanthus parvispinus",6.66666666666667,1,"Port Stephens","Manning-Hawkesbury",-33,152,14,857,0.855317205195943,14
"PS7_2016","PS7",2016,"Prionocidaris callista",2.33333333333333,1,"Port Stephens","Manning-Hawkesbury",-33,152,5,69,0.45229767099463,5
"PS7_2016","PS7",2016,"Sepia plangon",6.5,1,"Port Stephens","Manning-Hawkesbury",-33,152,11,75,0.845098040014257,11
"PS7_2016","PS7",2016,"Pteraeolidia ianthina",1.66666666666667,1.66666666666667,"Port Stephens","Manning-Hawkesbury",-33,152,13,233,0.397940008672038,13
"PS7_2016","PS7",2016,"Goniobranchus daphne",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,9,29,0.176091259055681,9
"PS7_2016","PS7",2016,"Neoamphicyclus altoffi",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,5,24,0.176091259055681,5
"PS7_2016","PS7",2016,"Hypselodoris bennetti",2.25,1,"Port Stephens","Manning-Hawkesbury",-33,152,9,260,0.439332693830263,9
"PS7_2016","PS7",2016,"Octopus tetricus",1.25,1,"Port Stephens","Manning-Hawkesbury",-33,152,11,318,0.243038048686294,11
"PS7_2016","PS7",2016,"Sepia mestus",1.5,1,"Port Stephens","Manning-Hawkesbury",-33,152,4,82,0.301029995663981,4
"PS7_2016","PS7",2016,"Cabestana spengleri",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,7,823,0.176091259055681,7
"PS7_2016","PS7",2016,"Bullina lineata",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,5,49,0.176091259055681,5
"PS7_2016","PS7",2016,"Dendrodoris krusensternii",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,5,22,0.176091259055681,5
"PS7_2016","PS7",2016,"Goniobranchus splendidus",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,10,134,0.176091259055681,10
"PS7_2016","PS7",2016,"Doriprismatica atromarginata",2,1,"Port Stephens","Manning-Hawkesbury",-33,152,10,288,0.397940008672038,10
"PS7_2016","PS7",2016,"Ptilometra australis",4,3,"Port Stephens","Manning-Hawkesbury",-33,152,11,60,0.740362689494244,11
"PS7_2016","PS7",2016,"Hyastenus elatus",1,1,"Port Stephens","Manning-Hawkesbury",-33,152,9,50,0.176091259055681,9
"WA28_2016","WA28",2016,"Heliocidaris erythrogramma",20.3333333333333,3,"Shoalwater","Leeuwin",-32,116,8,2169,1.33912004527212,8
"WA28_2016","WA28",2016,"Turbo torquatus",8,1,"Shoalwater","Leeuwin",-32,116,8,1239,0.929418925714293,8
"WA28_2016","WA28",2016,"Panulirus cygnus",3,1,"Shoalwater","Leeuwin",-32,116,6,380,0.544068044350276,6
"WA28_2016","WA28",2016,"Petricia vernicina",1,1,"Shoalwater","Leeuwin",-32,116,4,1072,0.176091259055681,4
"WA28_2016","WA28",2016,"Campanile symbolicum",1,1,"Shoalwater","Leeuwin",-32,116,5,176,0.176091259055681,5
"WA28_2016","WA28",2016,"Dicathais orbita",1,1,"Shoalwater","Leeuwin",-32,116,5,1606,0.176091259055681,5
"WA30_2016","WA30",2016,"Chromodoris westraliensis",1,1,"Shoalwater","Leeuwin",-32,116,4,378,0.176091259055681,4
"WA30_2016","WA30",2016,"Heliocidaris erythrogramma",15.5,3,"Shoalwater","Leeuwin",-32,116,5,2169,1.23044892137827,5
"WA30_2016","WA30",2016,"Panulirus cygnus",5,1,"Shoalwater","Leeuwin",-32,116,5,380,0.740362689494244,5
"WA30_2016","WA30",2016,"Turbo torquatus",1,1,"Shoalwater","Leeuwin",-32,116,5,1239,0.176091259055681,5
"RI14_2016","RI14",2016,"Centrostephanus tenuispinus",3,1,"Rottnest Island","Leeuwin",-32,116,7,395,0.544068044350276,7
"RI14_2016","RI14",2016,"Dicathais orbita",3,3,"Rottnest Island","Leeuwin",-32,116,7,1606,0.653212513775344,7
"RI14_2016","RI14",2016,"Fromia polypora",3,2,"Rottnest Island","Leeuwin",-32,116,7,553,0.602059991327962,7
"RI14_2016","RI14",2016,"Turbo kenwilliamsi",2,1.33333333333333,"Rottnest Island","Leeuwin",-32,116,7,300,0.425968732272281,7
"RI14_2016","RI14",2016,"Turbo torquatus",7,1,"Rottnest Island","Leeuwin",-32,116,7,1239,0.8750612633917,7
"RI14_2016","RI14",2016,"Chromodoris westraliensis",1,1,"Rottnest Island","Leeuwin",-32,116,4,378,0.176091259055681,4
"RI14_2016","RI14",2016,"Panulirus cygnus",1,1,"Rottnest Island","Leeuwin",-32,116,6,380,0.176091259055681,6
"WA42_2015","WA42",2015,"Dicathais orbita",3,3,"Marmion","Houtman",-32,116,4,1606,0.653212513775344,4
"WA42_2015","WA42",2015,"Turbo torquatus",5,3,"Marmion","Houtman",-32,116,6,1239,0.812913356642856,6
"PPB55_2016","PPB55",2016,"Heliocidaris erythrogramma",5,4,"Port Phillip Bay","Bassian",-38,145,4,2169,0.845098040014257,4
"PPB55_2016","PPB55",2016,"Tosia australis",3,3,"Port Phillip Bay","Bassian",-38,145,4,886,0.653212513775344,4
"PPB55_2016","PPB55",2016,"Cabestana spengleri",2,1,"Port Phillip Bay","Bassian",-38,145,4,823,0.397940008672038,4
"PPB55_2016","PPB55",2016,"Ceratosoma brevicaudatum",5,2,"Port Phillip Bay","Bassian",-38,145,4,371,0.778151250383644,4
"PPB55_2016","PPB55",2016,"Tosia magnifica",2,2,"Port Phillip Bay","Bassian",-38,145,4,113,0.477121254719662,4
"PPH-S4_2016","PPH-S4",2016,"Heliocidaris erythrogramma",18.3333333333333,12,"Port Phillip Heads","Bassian",-38,145,13,2169,1.38620160540079,13
"PPH-S4_2016","PPH-S4",2016,"Meridiastra gunnii",1,1,"Port Phillip Heads","Bassian",-38,145,12,389,0.176091259055681,12
"PPH-S4_2016","PPH-S4",2016,"Paguristes frontalis",2,1,"Port Phillip Heads","Bassian",-38,145,11,497,0.397940008672038,11
"PPH-S4_2016","PPH-S4",2016,"Phyllodesmium serratum",17.6666666666667,1,"Port Phillip Heads","Bassian",-38,145,7,39,1.25927524755698,7
"PPH-S4_2016","PPH-S4",2016,"Tosia magnifica",1,1,"Port Phillip Heads","Bassian",-38,145,5,113,0.176091259055681,5
"PPH-S4_2016","PPH-S4",2016,"Cenolia trichoptera",9.33333333333333,4,"Port Phillip Heads","Bassian",-38,145,13,1923,1.05435766232259,13
"PPH-S4_2016","PPH-S4",2016,"Scutus antipodes",1,1,"Port Phillip Heads","Bassian",-38,145,4,291,0.176091259055681,4
"PPH-S4_2016","PPH-S4",2016,"Tosia australis",1.33333333333333,1,"Port Phillip Heads","Bassian",-38,145,13,886,0.263241434774581,13
"PPH-S4_2016","PPH-S4",2016,"Dicathais orbita",3,1,"Port Phillip Heads","Bassian",-38,145,13,1606,0.544068044350276,13
"PPH-S4_2016","PPH-S4",2016,"Uniophora granifera",1,1,"Port Phillip Heads","Bassian",-38,145,10,424,0.176091259055681,10
"PPH-S11_2016","PPH-S11",2016,"Haliotis laevigata",6.5,1,"Port Phillip Heads","Bassian",-38,145,10,442,0.845098040014257,10
"PPH-S11_2016","PPH-S11",2016,"Dicathais orbita",1,1,"Port Phillip Heads","Bassian",-38,145,4,1606,0.176091259055681,4
"PPH-S11_2016","PPH-S11",2016,"Haliotis rubra",2,2,"Port Phillip Heads","Bassian",-38,145,8,1623,0.477121254719662,8
"PPH-S11_2016","PPH-S11",2016,"Conus anemone",1,1,"Port Phillip Heads","Bassian",-38,145,5,186,0.176091259055681,5
"PPH-S11_2016","PPH-S11",2016,"Nectria ocellata",1,1,"Port Phillip Heads","Bassian",-38,145,7,719,0.176091259055681,7
"PPH-S11_2016","PPH-S11",2016,"Tosia australis",1,1,"Port Phillip Heads","Bassian",-38,145,7,886,0.176091259055681,7
"PPH-S11_2016","PPH-S11",2016,"Cenolia trichoptera",1,1,"Port Phillip Heads","Bassian",-38,145,10,1923,0.176091259055681,10
"PPB23_2016","PPB23",2016,"Haliotis laevigata",1,1,"Port Phillip Bay","Bassian",-38,145,4,442,0.176091259055681,4
"PPB23_2016","PPB23",2016,"Heliocidaris erythrogramma",41.5,16.5,"Port Phillip Bay","Bassian",-38,145,6,2169,1.69679308508174,6
"PPB23_2016","PPB23",2016,"Meridiastra gunnii",5,1,"Port Phillip Bay","Bassian",-38,145,6,389,0.740362689494244,6
"PPB34_2016","PPB34",2016,"Coscinasterias muricata",3,1,"Port Phillip Bay","Bassian",-38,145,5,424,0.544068044350276,5
"PPB34_2016","PPB34",2016,"Haliotis rubra",2.5,1,"Port Phillip Bay","Bassian",-38,145,6,1623,0.477121254719662,6
"PPB34_2016","PPB34",2016,"Heliocidaris erythrogramma",283,248,"Port Phillip Bay","Bassian",-38,145,6,2169,2.60959440922522,6
"PPB34_2016","PPB34",2016,"Meridiastra gunnii",79,25,"Port Phillip Bay","Bassian",-38,145,6,389,1.96142109406645,6
"PPB34_2016","PPB34",2016,"Tosia australis",8.5,3.5,"Port Phillip Bay","Bassian",-38,145,6,886,1.01072386539177,6
"PPB34_2016","PPB34",2016,"Uniophora granifera",2.5,2.5,"Port Phillip Bay","Bassian",-38,145,5,424,0.574031267727719,5
"PPB34_2016","PPB34",2016,"Dicathais orbita",1,1,"Port Phillip Bay","Bassian",-38,145,4,1606,0.176091259055681,4
"PPB34_2016","PPB34",2016,"Haliotis laevigata",6,2,"Port Phillip Bay","Bassian",-38,145,4,442,0.845098040014257,4
"PPB34_2016","PPB34",2016,"Phlyctenactis tuberculosa",2,1,"Port Phillip Bay","Bassian",-38,145,4,195,0.397940008672038,4
"PPH-S8_2016","PPH-S8",2016,"Cenolia trichoptera",3,2.66666666666667,"Port Phillip Heads","Bassian",-38,145,13,1923,0.636822097587174,13
"PPH-S8_2016","PPH-S8",2016,"Haliotis rubra",13.5,6.75,"Port Phillip Heads","Bassian",-38,145,13,1623,1.22724378150306,13
"PPH-S8_2016","PPH-S8",2016,"Heliocidaris erythrogramma",2,1,"Port Phillip Heads","Bassian",-38,145,11,2169,0.397940008672038,11
"PPH-S8_2016","PPH-S8",2016,"Nectria ocellata",1,1,"Port Phillip Heads","Bassian",-38,145,9,719,0.176091259055681,9
"PPH-S8_2016","PPH-S8",2016,"Phasianotrochus eximius",1,1,"Port Phillip Heads","Bassian",-38,145,5,158,0.176091259055681,5
"PPH-S8_2016","PPH-S8",2016,"Guinusia chabrus",2,1,"Port Phillip Heads","Bassian",-38,145,6,1164,0.397940008672038,6
"PPH-S8_2016","PPH-S8",2016,"Tosia australis",2,1,"Port Phillip Heads","Bassian",-38,145,12,886,0.397940008672038,12
"PPH-S8_2016","PPH-S8",2016,"Turbo undulatus",2,1,"Port Phillip Heads","Bassian",-38,145,5,658,0.397940008672038,5
"PPH-S8_2016","PPH-S8",2016,"Thalotia conica",6,1,"Port Phillip Heads","Bassian",-38,145,5,31,0.812913356642856,5
"PPH-S3_2016","PPH-S3",2016,"Cenolia trichoptera",3,1,"Port Phillip Heads","Bassian",-38,145,11,1923,0.544068044350276,11
"PPH-S3_2016","PPH-S3",2016,"Haliotis rubra",4,2,"Port Phillip Heads","Bassian",-38,145,11,1623,0.698970004336019,11
"PPH-S3_2016","PPH-S3",2016,"Pentagonaster duebeni",2,1,"Port Phillip Heads","Bassian",-38,145,7,952,0.397940008672038,7
"PPH-S3_2016","PPH-S3",2016,"Astralium squamiferum",10,1,"Port Phillip Heads","Bassian",-38,145,4,247,1.02118929906994,4
"PPH-S3_2016","PPH-S3",2016,"Holopneustes porosissimus",2,1,"Port Phillip Heads","Bassian",-38,145,5,164,0.397940008672038,5
"PPH-S3_2016","PPH-S3",2016,"Nectria ocellata",1,1,"Port Phillip Heads","Bassian",-38,145,6,719,0.176091259055681,6
"PPH-S3_2016","PPH-S3",2016,"Tosia australis",1,1,"Port Phillip Heads","Bassian",-38,145,8,886,0.176091259055681,8
"PPH-S12_2016","PPH-S12",2016,"Cenolia trichoptera",92,2,"Port Phillip Heads","Bassian",-38,145,12,1923,1.96848294855394,12
"PPH-S12_2016","PPH-S12",2016,"Fromia polypora",2,1,"Port Phillip Heads","Bassian",-38,145,8,553,0.397940008672038,8
"PPH-S12_2016","PPH-S12",2016,"Haliotis rubra",4,1,"Port Phillip Heads","Bassian",-38,145,9,1623,0.653212513775344,9
"PPH-S12_2016","PPH-S12",2016,"Nectria ocellata",1.5,1,"Port Phillip Heads","Bassian",-38,145,7,719,0.301029995663981,7
"PPH-S12_2016","PPH-S12",2016,"Paguristes frontalis",1,1,"Port Phillip Heads","Bassian",-38,145,9,497,0.176091259055681,9
"PPH-S12_2016","PPH-S12",2016,"Pentagonaster duebeni",7,1,"Port Phillip Heads","Bassian",-38,145,10,952,0.8750612633917,10
"PPH-S12_2016","PPH-S12",2016,"Tosia australis",5,1,"Port Phillip Heads","Bassian",-38,145,7,886,0.740362689494244,7
"PPH-S12_2016","PPH-S12",2016,"Dicathais orbita",1,1,"Port Phillip Heads","Bassian",-38,145,9,1606,0.176091259055681,9
"PPH-S12_2016","PPH-S12",2016,"Heliocidaris erythrogramma",5.5,1,"Port Phillip Heads","Bassian",-38,145,8,2169,0.778151250383644,8
"PPH-S12_2016","PPH-S12",2016,"Guinusia chabrus",1,1,"Port Phillip Heads","Bassian",-38,145,5,1164,0.176091259055681,5
"PPH-S12_2016","PPH-S12",2016,"Nectria pedicelligera",1,1,"Port Phillip Heads","Bassian",-38,145,5,290,0.176091259055681,5
"PPH-S12_2016","PPH-S12",2016,"Nectocarcinus tuberculosus",1,1,"Port Phillip Heads","Bassian",-38,145,4,194,0.176091259055681,4
"PPH38_2016","PPH38",2016,"Haliotis laevigata",11,11,"Port Phillip Heads","Bassian",-38,145,4,442,1.21748394421391,4
"PPH38_2016","PPH38",2016,"Haliotis rubra",3.33333333333333,3.33333333333333,"Port Phillip Heads","Bassian",-38,145,4,1623,0.698970004336019,4
"PPH38_2016","PPH38",2016,"Cenolia trichoptera",2,1,"Port Phillip Heads","Bassian",-38,145,4,1923,0.397940008672038,4
"PPH-S16_2016","PPH-S16",2016,"Cenolia trichoptera",30,1,"Port Phillip Heads","Bassian",-38,145,10,1923,1.48429983934679,10
"PPH-S16_2016","PPH-S16",2016,"Conus anemone",1,1,"Port Phillip Heads","Bassian",-38,145,5,186,0.176091259055681,5
"PPH-S16_2016","PPH-S16",2016,"Haliotis laevigata",6,2,"Port Phillip Heads","Bassian",-38,145,9,442,0.845098040014257,9
"PPH-S16_2016","PPH-S16",2016,"Nectria ocellata",3,1,"Port Phillip Heads","Bassian",-38,145,9,719,0.544068044350276,9
"PPH-S16_2016","PPH-S16",2016,"Nectria pedicelligera",1,1,"Port Phillip Heads","Bassian",-38,145,7,290,0.176091259055681,7
"PPH-S16_2016","PPH-S16",2016,"Paguristes frontalis",2,1,"Port Phillip Heads","Bassian",-38,145,4,497,0.397940008672038,4
"PPH-S16_2016","PPH-S16",2016,"Phasianotrochus eximius",1,1,"Port Phillip Heads","Bassian",-38,145,6,158,0.176091259055681,6
"PPH-S16_2016","PPH-S16",2016,"Tosia australis",2,1.33333333333333,"Port Phillip Heads","Bassian",-38,145,7,886,0.425968732272281,7
"PPH-S16_2016","PPH-S16",2016,"Pleuroploca australasia",2.5,1,"Port Phillip Heads","Bassian",-38,145,5,671,0.477121254719662,5
"PPH-S16_2016","PPH-S16",2016,"Haliotis rubra",3,1,"Port Phillip Heads","Bassian",-38,145,4,1623,0.544068044350276,4
"PPH-S6_2016","PPH-S6",2016,"Astralium squamiferum",6,1,"Port Phillip Heads","Bassian",-38,145,6,247,0.812913356642856,6
"PPH-S6_2016","PPH-S6",2016,"Haliotis laevigata",65.3333333333333,13.5,"Port Phillip Heads","Bassian",-38,145,11,442,1.85783486141719,11
"PPH-S6_2016","PPH-S6",2016,"Haliotis rubra",11.5,2,"Port Phillip Heads","Bassian",-38,145,11,1623,1.09691001300806,11
"PPH-S6_2016","PPH-S6",2016,"Heliocidaris erythrogramma",1,1,"Port Phillip Heads","Bassian",-38,145,4,2169,0.176091259055681,4
"PPH-S6_2016","PPH-S6",2016,"Tosia australis",2,1,"Port Phillip Heads","Bassian",-38,145,10,886,0.397940008672038,10
"PPH-S6_2016","PPH-S6",2016,"Cenolia trichoptera",1,1,"Port Phillip Heads","Bassian",-38,145,10,1923,0.176091259055681,10
"PPH-S6_2016","PPH-S6",2016,"Nectria ocellata",2,1,"Port Phillip Heads","Bassian",-38,145,6,719,0.397940008672038,6
"PPH-S6_2016","PPH-S6",2016,"Nectria pedicelligera",1,1,"Port Phillip Heads","Bassian",-38,145,7,290,0.176091259055681,7
"PPH-S6_2016","PPH-S6",2016,"Phasianotrochus eximius",1,1,"Port Phillip Heads","Bassian",-38,145,5,158,0.176091259055681,5
"PPH-S9_2016","PPH-S9",2016,"Cenolia trichoptera",1.5,1,"Port Phillip Heads","Bassian",-38,145,6,1923,0.301029995663981,6
"PPH-S9_2016","PPH-S9",2016,"Conus anemone",1,1,"Port Phillip Heads","Bassian",-38,145,4,186,0.176091259055681,4
"PPH-S17_2016","PPH-S17",2016,"Cenolia trichoptera",32.5,1.66666666666667,"Port Phillip Heads","Bassian",-38,145,12,1923,1.52287874528034,12
"PPH-S17_2016","PPH-S17",2016,"Nectria ocellata",2,1,"Port Phillip Heads","Bassian",-38,145,9,719,0.397940008672038,9
"PPH-S17_2016","PPH-S17",2016,"Pentagonaster duebeni",1.5,1,"Port Phillip Heads","Bassian",-38,145,7,952,0.301029995663981,7
"PPH-S17_2016","PPH-S17",2016,"Petricia vernicina",1.5,1,"Port Phillip Heads","Bassian",-38,145,6,1072,0.301029995663981,6
"PPH-S17_2016","PPH-S17",2016,"Pseudonepanthia troughtoni",1.5,1,"Port Phillip Heads","Bassian",-38,145,7,341,0.301029995663981,7
"PPH-S17_2016","PPH-S17",2016,"Tosia australis",1,1,"Port Phillip Heads","Bassian",-38,145,8,886,0.176091259055681,8
"PPH-S17_2016","PPH-S17",2016,"Plectaster decanus",1,1,"Port Phillip Heads","Bassian",-38,145,6,659,0.176091259055681,6
"PPH-S5_2016","PPH-S5",2016,"Astralium squamiferum",5,2,"Port Phillip Heads","Bassian",-38,145,6,247,0.778151250383644,6
"PPH-S5_2016","PPH-S5",2016,"Haliotis laevigata",26.5,4,"Port Phillip Heads","Bassian",-38,145,13,442,1.45484486000851,13
