species_name,slope,intercept,p_value,decade_change_lwr,decade_change_upr,se,sd_residuals,aic,bic,sig,decade_change,thirtyyear_change,fourteenyear_change,biogeog,taxon,class,max_depth,max_length,endemism,IUCN,IUCN_category,date_assessed,slope_category,new
Chaetodon plebeius,-0.009397435141319578,17.99183640106592,0.002599352409592382,-29.985340934806988,-7.346395610754591,0.0031039687821223893,0.33122599002577446,574.8760490414675,592.0497261568534,**,-19.457399331320858,-49.96405857037541,NA,tropical,Vertebrate,Actinopterygii,10,15,non-endemic,Least Concern,Not applicable,9/10/2009,declining,Near Threatened
Chaetodon speculum,-0.0024053245525475983,3.3406621734285076,0.36103346278907833,-15.969474449772822,6.526198538993072,0.0026280929206293456,0.20159890497113392,20.253491219844662,34.48080346664281,,-5.38788424255912,-16.241360523274476,NA,tropical,Vertebrate,Actinopterygii,30,18,non-endemic,Least Concern,Not applicable,7/10/2009,declining,Near Threatened
Chaetodon trifascialis,-0.004320037484496085,7.464226174108863,0.11329516578066798,-19.941383195571103,2.374352491960691,0.002724108359744866,0.3516003031745869,713.6648614520886,731.6820141462352,,-9.468518974030864,-27.262427932372052,NA,tropical,Vertebrate,Actinopterygii,30,18,non-endemic,Near Threatened,Not applicable,6/10/2009,declining,Near Threatened
Chaetodon unimaculatus,-0.010799338562625821,20.3877563723655,0.015024155951089,-36.05603200810405,-4.89274521989516,0.004398398770815035,0.265810548057178,126.73694847392795,140.06782364698944,*,-22.01580124502068,-54.874589464279644,NA,tropical,Vertebrate,Actinopterygii,60,20,non-endemic,Least Concern,Not applicable,9/10/2009,declining,Near Threatened
Chaetodon vagabundus,-0.0012057491384239438,1.046572927789164,0.7037050525415494,-15.683787137673516,12.195109211491237,0.003164926372185453,0.20643708836339356,28.76870579874884,41.75680208739078,,-2.738153881452141,-8.501067436268608,NA,tropical,Vertebrate,Actinopterygii,30,23,non-endemic,Least Concern,Not applicable,9/10/2010,declining,Near Threatened
Cheilinus chlorourus,0.018455334098793904,-38.134268323036444,0.0011760029668443906,18.67381392227646,97.12957340880875,0.005622472758329688,0.35920099121186067,343.9298728551211,358.6093965470432,**,52.95135930515465,289.556711629828,NA,tropical,Vertebrate,Actinopterygii,30,45,non-endemic,Least Concern,Not applicable,12/07/2008,increasing,Least Concern
Cheilinus trilobatus,0.0044829871505262745,-10.052335095524233,0.3926724874822749,-12.455153713939092,40.42006136858009,0.005234753689604269,0.32155222304123043,260.0872790454888,274.45122696753225,,10.874039738757075,39.14115010940855,NA,tropical,Vertebrate,Actinopterygii,30,45,non-endemic,Least Concern,Not applicable,4/02/2009,increasing,Least Concern
Cheilio inermis,-3.1653423530647715e-4,-0.8598076758318649,0.8739921596098692,-9.27372563841268,8.62661295591251,0.001995015257539496,0.23924436626323323,179.5543031022819,197.2212322323312,,-0.7261973630100023,-2.305322300239192,NA,temperate (warm),Vertebrate,Actinopterygii,30,50,non-endemic,Least Concern,Not applicable,12/07/2008,declining,Near Threatened
Cheilodipterus macrodon,-0.006160504399786778,11.246680051723239,0.2970117323999818,-33.49326665888604,13.220298409401993,0.005894462352814699,0.36025688942602274,307.3536747480149,321.6725940519598,,-13.224933332693375,-36.48681977827651,NA,tropical,Vertebrate,Actinopterygii,40,25,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Cheilodipterus quinquelineatus,0.016435233239696527,-33.68633679606385,8.530910112984698e-4,17.07227406608952,82.07512233273316,0.004892859194347094,0.4740746654432063,829.7095863002734,846.4130553806964,***,45.99982404905447,235.68154366950006,NA,tropical,Vertebrate,Actinopterygii,40,13,non-endemic,Least Concern,Not applicable,5/02/2021,increasing,Least Concern
Chirodactylus spectabilis,0.005262909261502812,-12.101699625377153,1.1812199934431088e-6,7.51836131557294,18.515607917328808,0.0010789206379327098,0.3248037785186619,1431.4197259553505,1453.1116109595482,***,12.883142911553394,47.37136169404657,NA,temperate (cool),Vertebrate,Actinopterygii,50,100,non-endemic,Least Concern,Not applicable,29/11/2023,increasing,Least Concern
Chironemus marmoratus,0.010902940366445655,-23.32063558271159,7.612836532868963e-8,17.37433086057738,40.76208073400453,0.002013112208399679,0.3649773487108639,1206.715310460132,1226.6836961697957,***,28.5373682502346,123.30276040355548,NA,temperate (warm),Vertebrate,Actinopterygii,20,40,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Chlorurus microrhinos,0.003722059849748238,-8.724729151708186,0.382477917203767,-10.091554150052916,32.020297308458794,0.004256206165228027,0.35560816469637213,413.86186774589606,429.5908484956881,,8.948335240385324,31.55456266857697,NA,tropical,Vertebrate,Actinopterygii,35,70,non-endemic,Least Concern,Not applicable,16/09/2009,increasing,Least Concern
Chlorurus sordidus,0.022316963801969677,-45.35296516039405,1.7044884429704534e-10,43.138330611176144,95.24653181867563,0.0034395371914386933,0.45074894187834463,1270.409276135029,1288.8628130085472,***,67.17434797882777,417.7771034691287,NA,tropical,Vertebrate,Actinopterygii,50,40,non-endemic,Least Concern,Not applicable,16/09/2009,increasing,Least Concern
Chromis atripectoralis,-0.0015091311972274214,3.383779483812826,0.8379853978728911,-30.75650204186504,34.72195522737396,0.007374099231111304,0.5552959089788179,719.7680382630207,735.0720386925425,,-3.4152215320515737,-10.523744353033964,NA,tropical,Vertebrate,Actinopterygii,29,12,non-endemic,Least Concern,Not applicable,11/07/2022,declining,Near Threatened
Chromis hypsilepis,-0.0028837888307468584,5.563248969522112,0.15299972001670997,-14.56674780653096,2.4937266774982305,0.002017137713188736,0.5233950561664037,3620.2128056557117,3642.383779837186,,-6.424509621978709,-19.142788955711374,NA,temperate (warm),Vertebrate,Actinopterygii,40,16,non-endemic,Least Concern,Not applicable,17/11/2010,declining,Near Threatened
Chromis kennensis,0.017248436645238126,-35.92883446309096,2.178762080087381e-4,20.760852896710276,83.24939996523851,0.004620400962295016,0.5172644487213115,714.033192990415,730.1269833622591,***,48.759382334736834,256.41007538804877,NA,temperate (warm),Vertebrate,Actinopterygii,40,16,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Chromis viridis,-0.028021386686952997,56.21823142965114,2.213223469768701e-4,-62.5292577818541,-26.568910719206496,0.007453904185259938,0.4931845014601316,442.8225057173586,456.72835992508465,***,-47.54509158107082,-87.31426525991878,NA,tropical,Vertebrate,Actinopterygii,12,8,non-endemic,Least Concern,Not applicable,23/09/2021,declining,Vulnerable
Chromis weberi,0.007229893714566664,-15.59365029742321,0.19498520971632954,-8.082242020508216,51.77437446611739,0.005556199773532354,0.3596232678252671,244.8018115986845,257.76879965892306,,18.113336332802294,70.35567233992899,NA,tropical,Vertebrate,Actinopterygii,40,13.5,non-endemic,Least Concern,Not applicable,3/02/2021,increasing,Least Concern
Chrysiptera flavipinnis,0.012729266886460412,-26.80610727862898,0.010045625672992983,7.519858019255817,67.1462569502775,0.004888048321252072,0.32112778649444784,188.1653029913578,201.08973745877614,*,34.057979306507654,155.46801902896738,NA,tropical,Vertebrate,Actinopterygii,38,8,non-endemic,Least Concern,Not applicable,4/02/2009,increasing,Least Concern
Chrysiptera notialis,0.013364390155677797,-26.836382690505374,1.6712318551850695e-4,16.07821484468335,59.41789952319818,0.0035150228060712974,0.39474743826079745,613.0273659612046,629.2262997821324,***,36.03288275612581,167.7074670718112,NA,temperate (warm),Vertebrate,Actinopterygii,45,9,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Cirrhilabrus punctatus,0.0028725395011772645,-7.0203561524778095,0.4551967627549838,-10.173565617111384,27.07105308921444,0.0038429907229575264,0.35867905734555877,551.3772103170976,567.988141095914,,6.837912803849157,23.572338111628735,NA,tropical,Vertebrate,Actinopterygii,32,13,non-endemic,Least Concern,Not applicable,25/03/2009,increasing,Least Concern
Cirrhitichthys aprinus,-0.013678807556309177,26.54620143797838,5.342857933082671e-4,-38.837944650913514,-12.91531656957786,0.003914860354742632,0.366146109438005,476.65932073239213,492.6451290868682,***,-27.018644654752507,-63.501235957085974,NA,temperate (warm),Vertebrate,Actinopterygii,30,13,non-endemic,Least Concern,Not applicable,3/03/2015,declining,Near Threatened
Cirrhitichthys falco,0.0203910803699222,-42.074509127719175,0.0011020249310529267,21.148830302838757,111.10687746551847,0.006152744605949054,0.39370943093077004,289.47463015225793,302.93853421234536,**,59.922954180544316,349.2773989751614,NA,tropical,Vertebrate,Actinopterygii,46,7,non-endemic,Least Concern,Not applicable,3/03/2015,increasing,Least Concern
Cirripectes alboapicalis,0.015563115519829711,-32.418774646906556,0.0022639706447940694,13.912451101286184,79.75919458220235,0.005054172378973646,0.5132723205209168,589.5053608966285,604.8093613261503,**,43.097206341882796,214.7891077725431,NA,temperate (warm),Vertebrate,Actinopterygii,10,12.3,non-endemic,Least Concern,Not applicable,24/03/2009,increasing,Least Concern
Cirripectes chelomatus,0.013884026465684934,-29.015069034192724,2.8847619070398507e-4,16.059877510221227,63.30460121391036,0.0037836489531507755,0.37535860277551564,397.20520241718395,412.3772568507205,***,37.67030185825048,178.15626549017713,NA,tropical,Vertebrate,Actinopterygii,16,12,non-endemic,Least Concern,Not applicable,24/03/2009,increasing,Least Concern
Cirripectes filamentosus,0.0340716877955596,-69.67360490981129,4.336865002768814e-7,63.1546538476551,194.32983687107316,0.006536722755371204,0.4314892343326663,340.8635689448301,354.70191100140676,***,119.13758840449778,1131.1019223555413,NA,tropical,Vertebrate,Actinopterygii,20,9,non-endemic,Least Concern,Not applicable,4/02/2009,increasing,Least Concern
Cirripectes hutchinsi,0.027361858968751523,-56.348889282438535,9.405950172229973e-10,54.15379559545486,128.70884302545423,0.004370711294289327,0.4793763157444122,678.4725054250247,694.7369377854396,***,87.76670694939196,650.8954746246276,NA,temperate (warm),Vertebrate,Actinopterygii,22,10.6,non-endemic,Least Concern,Not applicable,24/03/2009,increasing,Least Concern
Cirripectes stigmaticus,0.007959434778163242,-17.030658371257264,0.030766224549738517,1.8727393088495063,41.62199609815527,0.0036498815315632142,0.2301426092907334,74.06457243822379,86.60776618642484,*,20.11419853167347,79.76366460933268,NA,tropical,Vertebrate,Actinopterygii,20,13,non-endemic,Least Concern,Not applicable,24/03/2009,increasing,Least Concern
Conger verreauxi,-0.0014452174327817626,1.3280474152141413,0.07899563747820292,-6.794079494481169,0.3811464466237407,8.216643713140582e-4,0.2015164190826369,-92.00430187447176,-73.2409327647975,,-3.272976082395446,-10.101376468945114,NA,temperate (cool),Vertebrate,Actinopterygii,120,220,non-endemic,Least Concern,Not applicable,4/02/2009,declining,Near Threatened
Coris aygula,-5.838393369212882e-4,0.019375662676362152,0.8735345294999807,-16.37631194150874,16.41096675431365,0.0036649800636960233,0.3008384531399595,318.146015601107,333.60054030349943,,-1.3353438639240345,-4.210668758564114,NA,tropical,Vertebrate,Actinopterygii,30,120,non-endemic,Least Concern,Not applicable,12/04/2008,declining,Near Threatened
Coris dorsomacula,0.008308206756526932,-18.088679924221903,0.0010218977281286653,8.11151474148134,35.61014579413397,0.002510766304834062,0.2598121851207888,240.1136215683547,256.43335434873705,**,21.08269189325612,84.44318632378683,NA,temperate (warm),Vertebrate,Actinopterygii,40,20,non-endemic,Least Concern,Not applicable,21/02/2009,increasing,Least Concern
Coris picta,0.006940466887184086,-15.256783354766558,0.0020995320931584197,5.997831186540077,29.871051991878982,0.002250433677864772,0.3936488592238004,1286.1528075002798,1305.9522333202829,**,17.32881080558768,66.76117265154778,NA,temperate (warm),Vertebrate,Actinopterygii,25,25,non-endemic,Least Concern,Not applicable,13/02/2009,increasing,Least Concern
Coris sandeyeri,0.0070279255221410075,-15.818940535658207,1.5386464489433143e-4,8.191826196492919,27.750926656268515,0.0018410952490531512,0.23470032381532682,119.51707777653883,136.25367334028877,***,17.565326747455742,67.83928343930387,NA,temperate (warm),Vertebrate,Actinopterygii,60,25,non-endemic,Least Concern,Not applicable,12/04/2008,increasing,Least Concern
Cristiceps aurantiacus,0.0038711362297988673,-9.05699086160535,0.023810828563198414,1.2225609131988495,18.071587891444636,0.0017058497949470435,0.2071149049017828,23.410202678532855,39.4552713761495,*,9.322955034429494,33.00757006846163,NA,temperate (cool),Vertebrate,Actinopterygii,30,18,non-endemic,Least Concern,Not applicable,4/05/2010,increasing,Least Concern
Ctenochaetus binotatus,0.004252842324204437,-9.65104626827527,0.3028897916800055,-8.433802105540012,32.83779717006738,0.004122179924675559,0.35596996308187084,487.5571376900472,503.6798787310923,,10.288041162849696,36.80152992965799,NA,tropical,Vertebrate,Actinopterygii,53,22,non-endemic,Least Concern,Not applicable,7/05/2010,increasing,Least Concern
Ctenochaetus striatus,0.016252781971580265,-33.488928241714156,0.0571580846780212,-0.9524737051370635,113.40864379949917,0.008504451484583665,0.5180766099767115,553.2219661239928,567.8598949870313,,45.38775140390018,231.1990047703913,NA,tropical,Vertebrate,Actinopterygii,30,26,non-endemic,Least Concern,Not applicable,7/05/2010,increasing,Least Concern
Dascyllus aruanus,0.002402762899177887,-4.848464843075964,0.6714366011596349,-18.128968360847196,36.434748641068865,0.005658132853037178,0.41295931117609913,472.87232939916544,487.70077045816095,,5.6884744079162175,19.36813616633629,NA,tropical,Vertebrate,Actinopterygii,20,10,non-endemic,Least Concern,Not applicable,23/09/2021,increasing,Least Concern
Dascyllus reticulatus,0.024428259533958586,-49.52815276071671,1.108468549813483e-4,32.38034610893081,132.67069036840445,0.006248027213114149,0.5163570992118529,774.2411356252017,790.2467951370462,***,75.502212294812,504.9288610101278,NA,tropical,Vertebrate,Actinopterygii,50,9,non-endemic,Least Concern,Not applicable,23/09/2021,increasing,Least Concern
Dascyllus trimaculatus,0.00906907874413513,-19.098661729976786,0.02659784712692317,2.5228594260354504,48.1019799128269,0.004075078810029149,0.39562032871059377,667.5478420974363,684.055318833893,*,23.222718957666856,95.07899961206554,NA,tropical,Vertebrate,Actinopterygii,55,11,non-endemic,Least Concern,Not applicable,23/09/2021,increasing,Least Concern
Dendrochirus zebra,2.053138108580384e-4,-1.4955874685128083,0.9216248143709339,-8.547343408529336,10.384971659673155,0.0020845695479263533,0.16614715897192453,-72.25334852730472,-57.94955211471946,,0.47387175804115217,1.5243089282041349,NA,tropical,Vertebrate,Actinopterygii,98,18,non-endemic,Least Concern,Not applicable,3/03/2015,increasing,Least Concern
Diagramma pictum,-3.4183599178086265e-4,-0.8144386742531335,0.8940072264062524,-11.62237729540819,11.383526776897366,0.0025632779637182975,0.20584250327986542,37.65976218285283,52.56715317320162,,-0.784016887421548,-2.487285044367565,NA,tropical,Vertebrate,Actinopterygii,88,90,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Diodon hystrix,6.046655420121903e-4,-2.8905004691233533,0.7801625940782765,-8.033366357196094,11.805462128120382,0.0021641400527710585,0.18020383582840974,-61.17619105178092,-46.538262188742436,,1.402031413582752,4.556081195716299,NA,tropical,Vertebrate,Actinopterygii,50,91,non-endemic,Least Concern,Not applicable,7/06/2011,increasing,Least Concern
Dischistodus prosopotaenia,0.009042596256389377,-18.92042543800851,0.33155460581664575,-18.974054432993935,87.16636987295972,0.00927577527334547,0.41379971947685107,224.82535955972673,236.70461275803075,,23.147602888974493,94.69871275524535,NA,tropical,Vertebrate,Actinopterygii,12,17,non-endemic,Least Concern,Not applicable,23/09/2021,increasing,Least Concern
Ecsenius bicolor,-0.0018385441228533908,2.6940390093990163,0.7374220424735907,-25.123696942651286,22.711347215759943,0.005473068189738624,0.29265139057334644,124.96279584581978,137.187779067213,,-4.1450469579019416,-12.669371022671399,NA,tropical,Vertebrate,Actinopterygii,25,11,non-endemic,Least Concern,Not applicable,24/03/2009,declining,Near Threatened
Ecsenius yaeyamaensis,-3.8867938887963564e-4,0.4282678163386948,0.9653128387175374,-33.74704722998897,48.259036524454025,0.008924039868031301,0.44612523743859955,285.70639359777215,298.6944898864141,,-0.8909744544827911,-2.8232747871008432,NA,tropical,Vertebrate,Actinopterygii,15,6,non-endemic,Least Concern,Not applicable,25/03/2009,declining,Near Threatened
Enchelycore ramosa,0.0044943712020932,-10.428721521184343,0.10405520930772699,-2.056798575038522,25.577874649602162,0.0027535922570953927,0.2411026489823482,96.93780959334474,110.95913573707419,,10.90310668022153,39.25791177128983,NA,tropical,Vertebrate,Actinopterygii,40,150,non-endemic,Least Concern,Not applicable,16/08/2011,increasing,Least Concern
Enneapterygius atrogulare,0.007852727710139543,-16.3875188877798,0.011662391006129615,4.160301166406674,37.832720201870934,0.003103375911363009,0.39319925071539097,796.840174513515,814.5396506091365,*,19.819437683590984,78.3558204854914,NA,temperate (warm),Vertebrate,Actinopterygii,5,5,non-endemic,Least Concern,Not applicable,3/05/2010,increasing,Least Concern
Enneapterygius rufopileus,0.001664699614020824,-3.338590245344409,0.7722787097115071,-19.83855919066384,34.687867784368436,0.005749160826110516,0.6923139868509695,1299.288884000479,1316.4846809879027,,3.90752398711244,13.049953396497592,NA,temperate (warm),Vertebrate,Actinopterygii,6,3.6,non-endemic,Least Concern,Not applicable,3/05/2010,increasing,Least Concern
Epibulus insidiator,0.005645405417780678,-12.512233983085986,0.30663620330465796,-11.184158619193585,46.02179204293741,0.005508449168557826,0.3324252899396426,252.19649395984106,266.06873452438157,,13.881729527728618,51.58386398847006,NA,tropical,Vertebrate,Actinopterygii,42,54,non-endemic,Least Concern,Not applicable,12/07/2008,increasing,Least Concern
Epinephelus daemelii,8.226904499883031e-4,-3.1552031224002572,0.6968566634546746,-7.344761923430519,12.094378316562352,0.002110086129980606,0.22172955828171978,76.98405702377806,92.83837439825184,,1.91237074058338,6.249304139674053,NA,temperate (warm),Vertebrate,Actinopterygii,50,200,non-endemic,Near Threatened,Not applicable,18/11/2016,increasing,Least Concern
Epinephelus fasciatus,0.013045490621459701,-27.406896761109195,2.184175588777727e-4,15.319426993254664,58.127475196310115,0.0034976372517429967,0.3442271108514376,500.9267584332631,517.4603506052497,***,35.03766078960611,161.49037018554415,NA,tropical,Vertebrate,Actinopterygii,160,40,non-endemic,Least Concern,Not applicable,21/11/2016,increasing,Least Concern
Eviota hoesei,0.0470867022576413,-94.90926637999755,2.477099295258241e-16,131.1775384847291,278.2582508744688,0.0054552730686641135,0.577910077873878,752.4274632909288,768.1137769695041,***,195.71068859393918,3111.992128090253,NA,temperate (warm),Vertebrate,Actinopterygii,25,2.1,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Eviota teresae,0.02853576711795303,-57.91058904485178,2.3372938612006965e-6,47.894039911612836,151.6313050129823,0.005888220379878807,0.36462038988627143,318.5287887252777,332.8021667403221,***,92.9113015522969,718.7372460154681,NA,tropical,Vertebrate,Actinopterygii,26,3.2,non-endemic,Least Concern,Not applicable,31/05/2023,increasing,Least Concern
Fistularia commersonii,0.007096568951874944,-15.781915254178084,7.734329048052368e-5,8.626698044882122,27.642352749654748,0.0017872323891949366,0.28399952862986566,583.4560915188756,603.0144567522934,***,17.75129430233508,68.69033724126955,NA,temperate (warm),Vertebrate,Actinopterygii,132,160,non-endemic,Least Concern,Not applicable,21/01/2016,increasing,Least Concern
Forcipiger flavissimus,0.001709732043479858,-4.788051963691729,0.7084226578197124,-15.349124600776271,27.809515120057405,0.0045646689177595585,0.29357415599286113,164.17449163672643,177.5629217595963,,4.015322617694618,13.425688827653929,NA,tropical,Vertebrate,Actinopterygii,114,22,non-endemic,Least Concern,Not applicable,9/10/2009,increasing,Least Concern
Forsterygion varium,0.02141390171458635,-43.76359925108919,1.2978333341916614e-17,46.73826263883178,82.69836530232298,0.0024283938245793337,0.5381762374980773,1085.436102535864,1103.1160822484526,***,63.73405483105332,384.44542052749296,NA,temperate (cool),Vertebrate,Actinopterygii,10,15,non-endemic,Least Concern,Not applicable,6/05/2010,increasing,Least Concern
Fusigobius duospilus,0.03620240518011299,-73.72906866163598,2.5965321548718996e-5,57.68499781180626,235.9369130937051,0.008379423126269483,0.4361903101295703,312.9977440871961,326.3478964060014,***,130.1569277820787,1340.3796129497377,NA,tropical,Vertebrate,Actinopterygii,42,6,non-endemic,Least Concern,Not applicable,13/03/2015,increasing,Least Concern
Fusigobius neophytus,0.037302356536066256,-75.82277711880268,2.004206665087048e-6,67.16642302596581,233.34817442071846,0.007646799475832021,0.4973198895777566,450.1074991003795,464.33481134717766,***,136.06063191508463,1461.9797856332546,NA,tropical,Vertebrate,Actinopterygii,25,8,non-endemic,Least Concern,Not applicable,13/03/2015,increasing,Least Concern
Girella cyanea,0.006993493913868317,-15.172204057484898,0.12658736336882323,-4.408063111080737,44.36057954127098,0.004567108296416557,0.5189564949358525,678.4720454701181,694.2850188072692,,17.472155887073875,67.41401240523196,NA,temperate (warm),Vertebrate,Actinopterygii,20,76,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Girella tricuspidata,-0.0025976162570130303,4.118315508991912,0.21325179715918152,-14.268449249509594,3.492051355842872,0.002085913733235185,0.4605843919905285,2123.947180924006,2144.7219241975863,,-5.8058703894676515,-17.419733557908977,NA,temperate (warm),Vertebrate,Actinopterygii,20,71,non-endemic,Not Evaluated,Not applicable,Not Evaluated,declining,Near Threatened
Gnatholepis anjerensis,-0.019553334964652048,38.81381793568033,1.3199366642450344e-7,-45.80685968928791,-25.01248133294473,0.003598144315897041,0.2956711636214993,246.16785483418315,260.6639248589325,***,-36.2519873197922,-76.32482046084988,NA,tropical,Vertebrate,Actinopterygii,46,8,non-endemic,Least Concern,Not applicable,19/06/2017,declining,Vulnerable
Gnatholepis cauerensis,0.018632104024461072,-37.89992484269846,0.0022697028199476867,16.845497214797486,101.85062548138745,0.006056695949682062,0.4891919850165986,658.8148034846131,674.5649483049428,**,53.575182557243885,294.66383237939783,NA,tropical,Vertebrate,Actinopterygii,50,9,non-endemic,Least Concern,Not applicable,27/01/2009,increasing,Least Concern
Gobiodon citrinus,-0.004193222703001892,7.971543449393763,0.5476359386425734,-33.674519564907676,24.295424360218135,0.006958667073760047,0.3726168802208702,233.43913436792835,246.29887739836428,,-9.203779062258624,-26.579578485889073,NA,tropical,Vertebrate,Actinopterygii,20,6.6,non-endemic,Least Concern,Not applicable,28/06/2018,declining,Near Threatened
Gobiodon histrio,0.017061264532495613,-34.892916412007295,0.039680844021154626,2.1749283371454275,114.72417800217389,0.008228125864363106,0.4264368445580289,281.9653297714083,294.91109762272805,*,48.119639142231705,251.52843852050052,NA,tropical,Vertebrate,Actinopterygii,15,3.5,non-endemic,Least Concern,Not applicable,27/01/2009,increasing,Least Concern
Gobiodon quinquestrigatus,0.006062470447232873,-12.727769445677167,0.22740608791835726,-8.24282001378675,44.08187490008434,0.004999308533744116,0.2411164377662614,79.8664038575732,92.01421426722771,,14.980635447705748,56.31442388463448,NA,tropical,Vertebrate,Actinopterygii,15,4.5,non-endemic,Least Concern,Not applicable,28/06/2018,increasing,Least Concern
Gomphosus varius,-0.003175455849323697,5.345717425578307,0.25103475642786116,-17.94985814716617,5.295920799234113,0.002763627582541365,0.3236544276296936,617.1341748241682,634.9800475295831,,-7.050845952736716,-20.86193761129779,NA,tropical,Vertebrate,Actinopterygii,30,30,non-endemic,Least Concern,Not applicable,12/05/2008,declining,Near Threatened
Goniistius vestitus,0.007367997351115032,-16.26986830757617,4.155387745926343e-5,9.304795765189583,28.44604308614198,0.0017878265458337846,0.28499503971452933,547.5356571634054,566.6233993867638,***,18.48952910015976,72.09803643269011,NA,temperate (warm),Vertebrate,Actinopterygii,55,35,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Gymnothorax eurostus,0.00899690112479384,-19.059480421158714,0.006210526032975873,6.122708053070329,42.603340377470325,0.0032735646123727585,0.3717420973524354,595.6613771412457,612.8424411470043,**,23.01809890528668,94.04427587956683,NA,temperate (warm),Vertebrate,Actinopterygii,74,60,non-endemic,Least Concern,Not applicable,17/08/2011,increasing,Least Concern
Gymnothorax meleagris,0.0027638875673865826,-6.724752772835405,0.24028071767929512,-4.143392664919823,18.482905995985114,0.0023478401719676735,0.20161284349412062,16.79907649053159,31.177922008938946,,6.570959440066572,22.586995827295706,NA,tropical,Vertebrate,Actinopterygii,53,120,non-endemic,Least Concern,Not applicable,17/08/2011,increasing,Least Concern
Gymnothorax prasinus,0.002233570902079341,-5.364242150994088,0.22520074830310546,-3.114975987432413,14.397034595651267,0.0018408020794452016,0.3950488727521119,1697.968194089904,1718.9877333302134,,5.277535323383197,17.889267399486087,NA,temperate (warm),Vertebrate,Actinopterygii,20,97,non-endemic,Least Concern,Not applicable,18/08/2011,increasing,Least Concern
Gymnothorax thrysoideus,0.00358806238521572,-8.30962148568935,0.30997384102710157,-7.367322571278663,27.349437415853984,0.0035264120891820372,0.25178458547660787,129.91627369719183,144.20488982590288,,8.61270347833137,30.262076311397934,NA,tropical,Vertebrate,Actinopterygii,25,66,non-endemic,Not Evaluated,Not applicable,Not Evaluated,increasing,Least Concern
Halichoeres hartzfeldii,0.002718880427675928,-6.847620529459915,0.04991059270497599,0.017853496592350037,13.318307334046771,0.0013832537057195345,0.18641948263331132,-70.069150737386,-52.955065040722616,*,6.460574211388412,22.181140204140938,NA,tropical,Vertebrate,Actinopterygii,85,18,non-endemic,Least Concern,Not applicable,12/06/2008,increasing,Least Concern
Halichoeres hortulanus,0.00662802794911885,-14.581305505953917,0.2451459831973628,-9.882777995472468,50.57496243228202,0.005687476141213417,0.35580875649710053,283.8533725856007,297.8909259321126,,16.487756085493675,62.96595814168813,NA,tropical,Vertebrate,Actinopterygii,30,27,non-endemic,Least Concern,Not applicable,12/04/2008,increasing,Least Concern
Halichoeres margaritaceus,-0.0025715559823761853,3.993186075738838,0.5848101861857068,-23.75358075794175,16.506304676330974,0.0046972795501035,0.3093944620722215,174.89991168778954,187.73785629915523,,-5.749331298422601,-17.261011251316088,NA,tropical,Vertebrate,Actinopterygii,5,12.5,non-endemic,Least Concern,Not applicable,12/04/2008,declining,Near Threatened
Halichoeres marginatus,0.005213171578660643,-11.761967891639605,0.2677919112421301,-8.7718436338907,39.35884340599093,0.004694107556895954,0.3190877695486606,253.17169993408743,267.8512236260095,,12.753937213925154,46.83226241357599,NA,tropical,Vertebrate,Actinopterygii,30,18,non-endemic,Least Concern,Not applicable,25/03/2009,increasing,Least Concern
Halichoeres nebulosus,0.017520351995881648,-36.32750042262391,8.788008545432893e-11,32.698802749679224,68.86515204192335,0.0026702794454842955,0.4179547714956003,1478.972271182775,1498.7098600224892,***,49.6936989392192,263.62293160650466,NA,tropical,Vertebrate,Actinopterygii,40,12,non-endemic,Least Concern,Not applicable,12/04/2008,increasing,Least Concern
Halichoeres trimaculatus,-0.00160395348482754,1.9684920997087179,0.7262284538563583,-21.60397127277095,18.47504079783966,0.004574900481837381,0.3199885728580401,263.0604688963874,277.16228065291455,,-3.6258712005807325,-11.146715057148118,NA,tropical,Vertebrate,Actinopterygii,30,27,non-endemic,Least Concern,Not applicable,12/04/2008,declining,Near Threatened
Hemigymnus fasciatus,-0.007492307221875317,13.783474811353356,0.05127414142398829,-29.205875833389715,0.03607473587321704,0.0038306680707286458,0.31414334939592664,328.7543699977099,344.6699130573144,,-15.845580650855393,-42.423379655360264,NA,tropical,Vertebrate,Actinopterygii,20,80,non-endemic,Least Concern,Not applicable,12/06/2008,declining,Near Threatened
Hemigymnus melapterus,-0.0017080726545196006,2.3607965771474806,0.5929396045895179,-16.75785971684023,11.044054054049358,0.0031927135339071813,0.3256237072703337,461.3472544465435,478.00051366268207,,-3.856644924477839,-11.825770148789783,NA,tropical,Vertebrate,Actinopterygii,30,90,non-endemic,Least Concern,Not applicable,12/07/2008,declining,Near Threatened
